case,run,VB_mm,feed_mm,DOC_mm,material,smcAC_mean,smcAC_rms,smcDC_mean,smcDC_rms,vib_table_mean,vib_table_rms,vib_spindle_mean,vib_spindle_rms,AE_table_mean,AE_table_rms,AE_spindle_mean,AE_spindle_rms,rise
1,1,0.0,0.5,1.5,1,-0.2274859864820998,1.9489219908832416,6.62259698176892,6.682881966739802,1.9828943830229933,2.007868812288055,0.5880996286830787,0.6008520100051712,0.1840491391052773,0.1897824215102826,0.1982468304993307,0.2045896671374674,0.0
1,2,,0.5,1.5,1,-0.230853193538312,1.990351712697842,6.776949743709654,6.832747321251583,1.8987153365791705,1.921871238109171,0.5957603151675821,0.6071818897256887,0.1890246349287064,0.1946236751144958,0.1975550117063219,0.2037007971197958,0.0212577630138109
1,3,,0.5,1.5,1,-0.2342334038488178,2.0110569986432867,6.834389638469671,6.894600412311723,1.7868130944769478,1.809473711715799,0.6067052261639136,0.6189132872009562,0.1898770944111123,0.1952361625002455,0.2273901649412667,0.2354660124896773,0.03188173156786323
1,4,0.11,0.5,1.5,1,-0.2247351881407,2.0797182806663304,7.057234375,7.120547636166478,1.7358935574245025,1.758413601448163,0.510067275995883,0.5237964145857684,0.1977987262312245,0.2031630268577103,0.2230361839685108,0.2311265970242598,0.06711212167287033
1,5,,0.5,1.5,1,-0.2194207110528136,2.348698680576884,8.005594539628325,8.085181248886848,1.8634472422458104,1.8818269682597688,0.4775715404204406,0.4891706004854886,0.2136849585873819,0.218048881240381,0.2428328487151084,0.2471209771433354,0.20512708644252384
1,6,0.2,0.5,1.5,1,-0.2151522744547823,2.545497768692208,8.691998668414705,8.775153450961401,1.1089209462751828,1.1195057685216698,0.460113525390625,0.4697876530762708,0.225271778769665,0.2295035947169489,0.2298118597863861,0.2344374067120066,0.3061055191534891
1,7,0.24,0.5,1.5,1,-0.2129718099799317,2.6184503746930847,9.188452961520042,9.278526405993809,1.8067115741918784,1.8322687133299536,0.4014152018229167,0.4058226909749916,0.2044424251552909,0.2084651354364486,0.3193997901674886,0.3257066495802392,0.34353780548518326
1,8,0.29,0.5,1.5,1,-0.2486051903932021,2.8580068781204453,9.43799654045287,9.517374100354848,1.0140615642111568,1.0279839741705368,0.4065597873263888,0.4144325677901043,0.2592062406933504,0.2643059848777441,0.2910846009546396,0.2959208259031413,0.4664552462796169
1,9,0.28,0.5,1.5,1,-0.2192284079159007,2.9818513009166905,9.394138036051524,9.481704684415888,1.6019526651866085,1.6239398709833106,0.3994898817274305,0.4045546587762282,0.2715686784093143,0.2763223956907209,0.3672901121720551,0.3741869669865141,0.5300003360141319
1,10,0.29,0.5,1.5,1,-0.1971633218178939,3.16752130723142,9.452195749730263,9.533490687542804,0.8997527334837606,0.9125286683325232,0.3742404513888889,0.3773672706885359,0.2958561520151964,0.3010708745771254,0.3361631051709419,0.3415358610550177,0.6252683904479499
1,11,0.38,0.5,1.5,1,-0.2105065429865802,3.114063847559813,9.49803238184629,9.572979815954437,0.8236976156220681,0.8344115230476025,0.3566324869791666,0.3592324402600676,0.2911369775333202,0.2964037533559229,0.4294221925980134,0.4360377590220153,0.5978391449872936
1,12,0.4,0.5,1.5,1,-0.2136041178326722,3.3886318384625147,9.479330505859917,9.559417695658729,1.3499784751756656,1.3686058032826578,0.4461325412326389,0.450199627528057,0.2968585327535143,0.3032090505628571,0.3848511094899199,0.390471162857459,0.7387211259937623
1,13,0.43,0.5,1.5,1,-0.2087283143083182,3.3936539049622065,9.51111359791495,9.584697018497442,1.0246041229865548,1.0373877234752182,0.3694211154513889,0.3715808384380892,0.3075825463543022,0.313234217618919,0.3744720151998162,0.3803589136008871,0.7412979692554137
1,14,0.45,0.5,1.5,1,-0.2018555577711941,3.513772787165082,9.5200766812115,9.591092821176264,1.1599463466579292,1.1764146992474296,0.3771902126736111,0.3796117269174418,0.3250276959528688,0.3307599227002682,0.4083998864438353,0.415118777515546,0.8029314685769736
1,15,0.5,0.5,1.5,1,-0.2163784231251118,3.6621213761940905,9.527415792567613,9.598292042547756,0.7855573359404959,0.7958113526854187,0.3849233669704861,0.3882505123270556,0.3392078827763449,0.3450957675153839,0.436626492383337,0.4440472211003527,0.8790497481812679
1,16,,0.5,1.5,1,-0.2379639024679371,3.5607737351838367,9.51060085343418,9.583190087977805,1.1605319655499735,1.183246414854439,0.3644749620225694,0.3677165999037153,0.3044143070841714,0.3096487649647472,0.4921333421566947,0.5037157073809265,0.8270478509866431
1,17,0.44,0.5,1.5,1,-0.2078707014994572,3.615902596568861,9.547323867219458,9.614773053875256,1.1580980733208457,1.1834450309107345,0.3811458333333333,0.3852679326488635,0.3130948185435934,0.3184738873727307,0.4692131974268827,0.4792329151811125,0.855334699635747
2,2,0.14,0.5,0.75,1,-0.2654345569714822,1.3342043752438733,4.690732749137567,4.733639448332801,0.8940722573161869,0.9109405936477244,0.4593614366319444,0.4710611767575871,0.1669757332454179,0.1718126767997328,0.2301566634245052,0.2350921140124899,0.0
2,3,0.14,0.5,0.75,1,-0.268426670595822,1.341153977363434,4.727608376656964,4.771244409760509,0.9134061613966964,0.9284778988391384,0.4592791069878472,0.4685555780722182,0.1558303101150759,0.1599567179740449,0.2242916327273985,0.2294328425421561,0.005208798778141064
2,4,0.14,0.5,0.75,1,-0.2524395560626937,1.4375460766041148,5.0853355437046135,5.131229833255553,1.2439251666302449,1.2620715543486225,0.3801325141059027,0.384059037971602,0.1456653744398286,0.1493125297907319,0.2209487976319339,0.2260908449139287,0.07745567566539587
2,5,0.15,0.5,0.75,1,-0.2549621324498945,1.5537395998851191,5.46490830338579,5.512367181772277,1.1793146564573829,1.20025931600887,0.3356000434027777,0.3398753150321794,0.144239085047015,0.1468379644469173,0.2145336702815976,0.2181358571044777,0.16454392498984122
2,6,,0.5,0.75,1,-0.2552111248140532,1.5616268980496526,5.503962173407301,5.551434310202678,1.0856568746726607,1.1042397958875538,0.3486207411024306,0.3653275013524718,0.1627500748480485,0.1677814413119576,0.1943249071424924,0.1994730618432985,0.17045553666709404
2,7,0.18,0.5,0.75,1,-0.2406940343394575,1.6559717993819716,5.848558459166312,5.902199211004162,0.8514870947117376,0.8645557928204626,0.3228108723958333,0.3413299456848293,0.1636755622370067,0.1673470427526367,0.1946167295776339,0.1984279328883761,0.24116801751552036
2,8,0.22,0.5,0.75,1,-0.2422097724780701,1.791724203315047,6.251765054455096,6.317149367969969,1.001019476534606,1.0262155629376764,0.3290787760416667,0.3650111063954172,0.174892412654121,0.1786959862139658,0.2240039039190237,0.22811605829971,0.3429158504952029
2,9,0.26,0.5,0.75,1,-0.2334675106019972,1.9887005136609088,6.964625867689905,7.046604835754277,0.9321103834628556,0.9576658326041536,0.3019950358072916,0.3159292728393859,0.1838461520080493,0.1873777843399918,0.2903067031269764,0.2960386100315717,0.49055163553739894
2,10,0.31,0.5,0.75,1,-0.2006667231363595,2.150627175764092,7.53069569762324,7.611472582344716,0.9194754190470348,0.9394417528766786,0.3351060655381944,0.3377097437643022,0.2136532910129734,0.2168812752352439,0.3265133316093205,0.3320141086739321,0.611917346149452
2,11,0.38,0.5,0.75,1,-0.2229327212846564,2.3302854362731407,8.192733425283189,8.288301002630964,0.5916810886332505,0.6092491062482147,0.3351628960503472,0.3372571950410777,0.2196557860719295,0.2235272808476393,0.3581046709048203,0.3647996890942803,0.7465730734447623
2,12,0.43,0.5,0.75,1,-0.2391407126143029,2.3542759143139773,8.270284028236173,8.370783820808965,0.8486741649201444,0.8724001283240702,0.3199039713541666,0.3243999929565029,0.2364338200266768,0.2405578539080422,0.3751363937992557,0.3836821468476343,0.7645541852489052
2,13,0.48,0.5,0.75,1,-0.2166091821231462,2.6028951104238174,9.081408320693804,9.18715816613344,0.5526452380351373,0.5688186807964979,0.2838753255208333,0.2844296900009171,0.2579812753442371,0.2626334017391229,0.4328347362081852,0.4412683879202498,0.9508968481294673
2,14,0.55,0.5,0.75,1,-0.1975853996579876,2.688179739303432,9.224274932084024,9.314662687539872,0.513635865083728,0.5258320076484531,0.2766118706597222,0.2770374319829872,0.2828131324203993,0.2871301250613712,0.4010225804681167,0.4088030607599715,1.014818560921052
3,1,0.0,0.25,0.75,1,-0.2436314016647855,1.019472686459043,3.456193474000288,3.4751642678404804,1.4053614205176677,1.4838518780703678,0.283421630859375,0.2836985009583498,0.1354359266493055,0.1370201452045698,0.1869651285807291,0.1927358426185633,0.0
3,2,0.13,0.25,0.75,1,-0.2426341681188957,1.0295609306633429,3.553404758612516,3.5752663242887004,1.1189364318163624,1.1752383358318024,0.290269775390625,0.2906197420394329,0.1372513834635416,0.1392907429323216,0.1685245090060763,0.1714678060211976,0.009895551237708475
3,3,0.13,0.25,0.75,1,-0.2502084543563314,1.1139802851581215,3.853929333749041,3.883224975859166,0.9279603027124758,0.9659946173812276,0.2855999077690972,0.2858784334336751,0.1419217936197916,0.1439129764762636,0.1753927273220486,0.1783012438668156,0.09270243328179174
3,5,0.17,0.25,0.75,1,-0.2201130428574194,1.1873009817272049,4.13415218342959,4.161480534163238,0.8918962712277283,0.9383132373774944,0.3224526638454861,0.3228403244734504,0.1561948649088541,0.1586010146969682,0.1949366694280037,0.1984301931694016,0.16462265002026047
3,6,0.19,0.25,0.75,1,-0.2193775266359377,1.2682375403824164,4.387573701962689,4.414265925489288,1.0526927641279489,1.0958095618392336,0.3200185818142361,0.320399904860598,0.1558902994791666,0.1576679184860075,0.2218269019086608,0.2266550073396686,0.2440132602153509
3,7,0.2,0.25,0.75,1,-0.2286557338496872,1.2525140040627551,4.375477387033091,4.403569756481687,0.7682242954621434,0.8106850955058641,0.3077134874131944,0.3081436571521457,0.1627756076388888,0.1652110157681097,0.2061731355882904,0.2092077774511052,0.22859005513246225
3,8,0.23,0.25,0.75,1,-0.2263697732258313,1.4310351057541988,4.978207561869148,5.013446126815142,0.6624182936421112,0.6796723269361538,0.2814251030815972,0.2818164175700399,0.1626056586371528,0.1646444072559459,0.2143675304432792,0.2175115712377478,0.40370127102143805
3,9,0.23,0.25,0.75,1,-0.2333262502924039,1.4730441554240172,5.308302519514152,5.357106911860939,0.8150155458038579,0.8329690219679006,0.2744399685329861,0.2755801292099935,0.1641768391927083,0.1673926050998077,0.2201043827869401,0.2254611039254294,0.4449079166018404
3,10,0.26,0.25,0.75,1,-0.2135877198263998,1.6884602635483086,5.849709538332207,5.899923099380175,0.5946219392668648,0.6039593011446895,0.2911749945746528,0.2934486874596473,0.1905642456845404,0.1939533679995652,0.2632392438648209,0.2667625114703102,0.6562094168632165
3,11,0.28,0.25,0.75,1,-0.2137959879233067,1.7554892194819176,6.077197691274907,6.132597312332454,0.7966742674821955,0.8061669105535689,0.2701371256510416,0.2715341374494522,0.1926389384081062,0.1959415670120847,0.306140398433757,0.3107036559218737,0.7219580698913052
3,12,0.33,0.25,0.75,1,-0.199747074857567,1.904354879479343,6.621851523167086,6.684982262427273,0.5834698517999444,0.5884200737697937,0.2627998860677083,0.2634951915522406,0.2166984171862444,0.2204602648704516,0.2894181548393452,0.2926016670295378,0.8679802850763768
3,14,0.36,0.25,0.75,1,-0.2018301440386323,1.8840747475774795,6.563767290121402,6.60775005471095,0.5482383392177952,0.5516880884248921,0.2355809190538194,0.2363923009323488,0.2167257908992465,0.2200773058160295,0.3988388191158327,0.4053258447118604,0.8480875187754934
3,15,0.44,0.25,0.75,1,-0.2028364289930848,2.078165541859758,7.238598810310641,7.304677561564263,0.663485875244938,0.6689374742348486,0.2644862196180556,0.2650407786553098,0.2469755473889802,0.2508098245545637,0.3467868040024581,0.3524084307934902,1.0384710345481607
3,16,0.55,0.25,0.75,1,-0.1945640938900672,2.243365220160847,7.8291667730995345,7.887797739700191,0.5422812777718191,0.5463361398258233,0.2775764973958333,0.2793505897828764,0.2471109738377445,0.2507472453980829,0.3268288312113616,0.330653715741014,1.2005152761402338
4,1,0.08,0.25,1.5,1,-0.2256287107153014,1.4805870611299652,5.152439607352184,5.196600204859284,1.6182391391885045,1.6706661828262797,0.2994044325086805,0.2997378094883323,0.1737221950954861,0.1798370973306846,0.2190502655311144,0.2278297351300943,0.0
4,2,0.13,0.25,1.5,1,-0.2087882061444462,1.7258224892162133,5.982421999656944,6.034870721104151,1.2133130520774795,1.2484530714893989,0.2892019314236111,0.2895309901786728,0.1797343582862164,0.1832230775210748,0.2333094409621398,0.2391727631590972,0.16563391273937483
4,3,0.2,0.25,1.5,1,-0.2121650725410333,1.7440264246469783,6.022213840580853,6.079158705873636,1.6107962392759652,1.6421689363102732,0.2855818684895833,0.2860020320917584,0.1880441503786772,0.192215899635905,0.2859404679615994,0.2947057419218692,0.17792899210935936
4,4,0.31,0.25,1.5,1,-0.1995642894942067,1.9603645288774705,6.806253916661379,6.859411706038312,0.9980747680280916,1.018137966952852,0.2882797580295139,0.2886369932760477,0.2137812835860731,0.2180332680762462,0.2700670511240628,0.2747643380062198,0.3240454278867906
4,5,0.35,0.25,1.5,1,-0.197067048224234,2.023158103749644,7.059352822027193,7.101700627506991,0.8175530967668561,0.837937247872166,0.2787855360243055,0.2791170414188015,0.2081646356805029,0.2122917641990157,0.3385506614817503,0.3442972105447637,0.36645669603893166
4,6,0.4,0.25,1.5,1,-0.1939704121242154,2.408165066997067,8.45358564268868,8.533581189199818,1.15383634408924,1.1833594652418165,0.2972245279947916,0.2976491324284918,0.2885525187271812,0.2935489514108916,0.3491580450137054,0.3550238553321001,0.6264933891555057
4,7,0.49,0.25,1.5,1,-0.2088423539193717,2.515005399345251,8.79546250079104,8.870666923546883,0.7885917436958539,0.8067322744042945,0.285894775390625,0.2867658608746,0.2914537395495502,0.2956990012609343,0.347896062419764,0.3523203218106528,0.6986541793941053
5,1,0.0,0.5,1.5,2,-0.2242552570093458,2.262028029603886,7.837649287284736,7.956411290268408,1.3993763384293558,1.4514659129450638,0.310096435546875,0.3107049069411987,0.1794507908289357,0.1851611772942322,0.1793280540252216,0.1820334943415222,0.0
5,2,0.16,0.5,1.5,2,-0.26097270271043,2.697263642107687,9.04877409879207,9.136989552605131,0.9712078268757932,1.0409842034179768,0.2839322916666666,0.2842791592599577,0.1979898179049384,0.2062908896306701,0.1795052761501736,0.1829661205013035,0.1924094692053914
5,3,0.29,0.5,1.5,2,-0.2874806000280059,2.651895542596811,8.89905777815934,8.996040454665065,0.9374527308188548,0.9899632141539668,0.2849761284722222,0.2854749608432848,0.1955075486392562,0.2041240077227273,0.1809832085503472,0.1848197079595529,0.17235308665083018
5,4,0.44,0.5,1.5,2,-0.21842376530519,3.49682049337472,9.620338206171658,9.678642648093792,1.1822888242296254,1.2143696459686042,0.2724418131510416,0.275465493212108,0.2748394926591871,0.2855288747295377,0.2311293012952419,0.2374474952596181,0.5458784982372937
5,5,0.53,0.5,1.5,2,-0.1996643589787447,3.79331116667844,9.657900226020654,9.709284239740017,1.1030811029329206,1.130958070293845,0.2709334309895833,0.2757553703213244,0.2858654218417595,0.2987136535017086,0.2480317123761029,0.2570198041615871,0.6769514422607328
5,6,0.74,0.5,1.5,2,-0.198124175557994,4.4406027590678185,9.682256444908685,9.732031630210129,1.2406109902968976,1.274735190488361,0.2722007921006944,0.2757901383295325,0.2966509978783312,0.304839870333547,0.298094395503505,0.3056919674165377,0.9631068673562957
6,1,0.0,0.25,1.5,2,-0.2225720445462619,1.6467730621343093,5.704357716100492,5.7336142829378565,0.8662460344108929,0.8803155270047803,0.2763350423177083,0.2765479019320984,0.0207210286458333,0.0207264642695152,0.1391349962022569,0.1398179249149889,0.0
7,1,0.0,0.25,0.75,2,-0.2384917121806429,1.0227968340335718,3.536664843559265,3.5584058008779165,0.566276148355942,0.5892028796254408,0.3058437771267361,0.3062545513822608,0.1177811686197916,0.1184912356586318,0.1260928683810764,0.1266781381682285,0.0
7,2,0.09,0.25,0.75,2,-0.2372752190364782,1.1467296274332972,3.975175267765618,3.9980596282481216,0.6539569029323375,0.6765822586308976,0.3324907769097222,0.332861506794521,0.1235246446397569,0.1245976966094328,0.1336416286892361,0.1347362621464778,0.12117048985278488
7,3,0.13,0.25,0.75,2,-0.2461318646193262,1.2496037246014635,4.357197900648067,4.384813540131192,0.7257126116761469,0.7518669355761548,0.2958285861545139,0.2964659753695983,0.1057462405003056,0.1066951745231494,0.1431666395399305,0.1456226160539206,0.22175165489458987
7,4,0.22,0.25,0.75,2,-0.2285060074546662,1.479938663507521,5.148154700532013,5.179771088985156,0.9787468076183656,0.9968658275907768,0.3225716145833333,0.3233338373670221,0.0216122775607638,0.0216205270860083,0.1639170328776041,0.1658581917218879,0.44695272243963957
7,5,0.24,0.25,0.75,2,-0.2195301510801562,1.5559298949827731,5.480705977552161,5.518843313472743,1.0479502111119468,1.0651097367310791,0.3018777126736111,0.3026623345527513,0.1463655598958333,0.1489005137202933,0.1772518458963103,0.1825184682478623,0.5212502065016189
7,6,0.34,0.25,0.75,2,-0.2131159795178658,1.6471902071733413,5.753225690591313,5.785550907727544,1.081572092124048,1.0989244660661404,0.3175728352864583,0.317878740762016,0.1487471516927083,0.1509410662895586,0.1816752794053819,0.1870855312467872,0.6104764429875764
7,7,0.46,0.25,0.75,2,-0.2084266149950593,1.6989209255224074,5.945443915917155,5.995658472458623,1.3085833454108171,1.334345623989284,0.3063087293836805,0.308309098367386,0.1490968153211805,0.1505458916526044,0.1794967312282986,0.1820730491302842,0.6610541497497858
7,8,,0.25,0.75,2,-0.2065735812428384,1.7478078477250896,6.061928439183124,6.110018710249714,1.067179011912481,1.0884808813082252,0.2867678493923611,0.2929272465447959,0.1552108188684793,0.1580112162062155,0.1809130181206597,0.1858390177983852,0.7088514449466123
8,1,0.0,0.5,0.75,2,-0.2424042305809399,1.54024056574944,5.410103355154403,5.451639870230971,0.7957331881423916,0.8396228814167301,0.3268697102864583,0.3273186709200428,0.1341491021050347,0.1354782219818696,0.1482885064019097,0.1491037606713093,0.0
8,2,0.18,0.5,0.75,2,-0.2299308305572714,1.6991898852725549,5.96262312460309,6.011267455600811,0.8944210329816981,0.9393534619404362,0.30914306640625,0.309711805566656,0.1521072726779513,0.1544378247151927,0.1682108561197916,0.171403553308899,0.1031977231724022
8,3,0.3,0.5,0.75,2,-0.2188968912039088,1.970772189920096,6.932979673083747,6.988252467082895,1.0875567633162195,1.1219602044429116,0.3032276746961805,0.3035469784683139,0.0491843782125194,0.0765648846751295,0.1879638671875,0.1928107689625727,0.27952232511235725
8,4,,0.5,0.75,2,-0.2250063480910507,1.974489788644868,6.899339058756694,6.956903107869077,1.1126017154030663,1.1436759162876573,0.3115196397569444,0.3125117278547474,0.1637803819444444,0.1667085714112069,0.1885809326171875,0.193841655242217,0.2819359732186601
8,5,0.44,0.5,0.75,2,-0.2233945270862942,2.046618585848757,7.161635201946794,7.224602913845037,1.0532871438683773,1.0819588578783377,0.2804326714409722,0.2813411188283756,0.1695753987630208,0.1730205185487529,0.2066993543836805,0.2166502765269954,0.32876553920194085
8,6,0.62,0.5,0.75,2,-0.2214608179567956,2.2649463598691137,7.89495487110152,7.9753078044943155,1.379057235815461,1.4057664377647578,0.2748380533854166,0.2751300652294927,0.1732609289231864,0.176505376885248,0.2057151374676975,0.2112926503206485,0.47051467818408693
9,1,0.0,0.5,1.5,1,-0.2247143090815808,1.7943950075191326,6.288678297489724,6.339731095827875,2.231853071620624,2.254763238223107,0.311072998046875,0.3116428899599031,0.1754314796913198,0.1785504824578492,0.2159229538773406,0.2210457500489423,0.0
9,2,0.1,0.5,1.5,1,-0.2261976686394914,1.7804531331337343,6.2599609375,6.30800266431651,1.7066942729511356,1.7245915886804786,0.3077444118923611,0.3083597350200996,0.182059316924124,0.1855836553442031,0.2183009068704558,0.2233220310872623,-0.007769679656361636
9,3,0.14,0.5,1.5,1,-0.207062443743076,2.242389055693115,7.913514171217638,7.986867021486981,1.7744622852895595,1.7955544195178128,0.3535507541232638,0.3543653218526766,0.1970598150031869,0.2008862433786516,0.262857439981995,0.2685695857072218,0.24966300413049153
9,4,0.19,0.5,1.5,1,-0.2102597015527091,2.5527045354969693,9.042620184726552,9.12401550293731,1.8768298569131967,1.903209386210241,0.3314016384548611,0.3317555089153156,0.2147246937692901,0.2184847305241218,0.2836622667862911,0.2889469102620719,0.42259899565048875
9,5,0.27,0.5,1.5,1,-0.2007493552299462,2.8581868108388657,9.452786523351447,9.52993750329636,1.2111586762321378,1.2256170074798118,0.3047733561197916,0.3054430922919608,0.2480202808923993,0.2522961636498819,0.3070843215288407,0.3120365714816772,0.5928414863294199
9,6,0.38,0.5,1.5,1,-0.2064670058409048,3.077763384720272,9.494454998826036,9.570651335595228,0.9785614331784224,0.9896569897393632,0.2992034233940972,0.3012998277518761,0.2780795308781217,0.2823770370061412,0.328187165146286,0.3333318647135048,0.715209511742612
9,7,0.47,0.5,1.5,1,-0.2080316135062777,3.390443301923142,9.541302889593863,9.612912772745538,0.8910883522059317,0.9016447674662578,0.2968488226996528,0.2976900342968271,0.3056447957330407,0.3104358327680071,0.3484046145368483,0.3543859125906318,0.8894631826972421
9,8,0.64,0.5,1.5,1,-0.193099666248157,3.646084231854783,9.576951143922814,9.641682802858574,0.837365223337426,0.8490241989520991,0.2974730088975694,0.2988453604521056,0.3343862551140603,0.3402496517232135,0.3398618516813212,0.3451502041274123,1.031929545376818
